time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2020-05-06,998.83,0.3,4.24,0.4,8.2,69.46,16.85,17.65,32.46,6549.0,1,Cabbage,CropDevStage,0.75,3
2020-05-07,1003.9,0.28,4.89,0.0,13.48,58.12,16.51,17.77,4.58,7656.0,1,Grain,InitialStage,0.35,2
2020-05-08,1006.48,0.27,4.61,0.0,5.6,67.04,15.96,17.08,16.04,7544.0,0,Eggplant,LateSeasonStage,0.8,3
2020-05-09,1002.84,0.26,4.39,0.0,4.12,71.33,16.78,17.15,18.5,7520.0,1,Cotton,LateSeasonStage,0.75,3
2020-05-10,997.91,0.26,2.61,0.0,5.29,69.29,17.14,16.83,34.33,3999.0,1,Grain,CropDevStage,0.75,2
2020-05-11,995.0,0.26,2.88,0.9,10.08,85.0,17.57,18.22,46.04,5016.0,1,Bean,CropDevStage,0.7,2
2020-05-12,999.42,0.26,3.82,0.2,8.06,85.17,17.92,19.36,19.88,6729.0,1,Lettuce,LateSeasonStage,0.9,3
2020-05-13,998.48,0.25,4.44,0.0,9.73,67.42,19.73,19.85,38.33,6444.0,1,Grain,CropDevStage,0.75,3
2020-05-14,993.32,0.24,3.42,0.0,6.96,63.08,21.58,21.08,48.17,4403.0,2,Cotton,InitialStage,0.45,2
2020-05-15,999.73,0.23,3.58,0.0,7.58,76.58,19.28,20.31,46.04,5519.0,1,Barley,MidSeasonStage,1.15,3
2020-05-16,999.43,0.22,4.94,0.0,11.41,55.0,22.99,22.0,48.5,6107.0,1,Eggplant,MidSeasonStage,1.15,3
2020-05-17,1000.8,0.21,2.62,0.2,8.11,68.62,21.08,21.46,75.46,3070.0,2,Barley,CropDevStage,0.75,2
2020-05-18,998.82,0.21,4.56,0.0,12.28,62.71,22.26,22.42,41.04,6124.0,2,Lentil,InitialStage,0.45,2
2020-05-19,997.7,0.2,3.75,0.0,6.87,83.88,18.36,21.11,36.88,6421.0,1,Eggplant,CropDevStage,0.75,2
2020-05-20,993.83,0.23,2.57,6.0,5.02,83.83,17.15,19.09,69.38,4152.0,2,Cotton,CropDevStage,0.75,0
2020-05-21,998.69,0.27,4.5,0.5,9.22,70.79,18.58,19.82,24.0,7108.0,51,Carrot,MidSeasonStage,1.05,3
2020-05-22,1007.72,0.25,5.28,0.0,8.01,62.21,18.9,20.21,2.96,7799.0,0,Lentil,MidSeasonStage,1.1,3
2020-05-23,1010.5,0.23,4.78,0.0,6.87,76.67,19.09,20.53,3.21,7587.0,0,Bean,LateSeasonStage,0.9,3
2020-05-24,1009.26,0.22,4.34,0.0,5.72,79.71,18.64,20.5,28.42,6968.0,0,Cotton,MidSeasonStage,1.15,3
2020-05-25,1008.3,0.21,5.57,0.0,11.88,52.62,19.76,20.59,16.04,7521.0,1,Cucumber,LateSeasonStage,0.75,3
2020-05-26,1008.64,0.2,5.23,0.5,11.29,50.92,18.53,20.39,8.5,7349.0,0,Barley,InitialStage,0.35,2
2020-05-27,1010.1,0.19,5.05,0.0,11.75,51.62,17.65,19.8,6.29,7377.0,0,Lentil,InitialStage,0.45,2
2020-05-28,1008.04,0.18,4.34,0.0,8.47,65.42,17.0,18.95,23.71,6664.0,0,Bean,MidSeasonStage,1.1,3
2020-05-29,1003.63,0.18,4.03,1.5,6.86,71.25,17.76,19.44,51.38,6502.0,1,Barley,CropDevStage,0.75,2
2020-05-30,1000.73,0.23,3.11,7.4,7.14,81.04,15.65,18.37,42.71,5598.0,51,Bean,LateSeasonStage,0.9,0
2020-05-31,1000.09,0.26,4.4,0.0,7.93,72.0,16.81,18.9,30.88,7184.0,0,Cotton,CropDevStage,0.75,3
2020-06-01,1000.67,0.24,4.17,0.0,6.35,69.0,17.65,19.45,23.75,6446.0,2,Cotton,MidSeasonStage,1.15,3
2020-06-02,999.62,0.22,4.18,0.0,6.77,74.92,17.95,19.65,24.46,6527.0,0,Cotton,InitialStage,0.45,2
2020-06-03,996.97,0.21,4.28,1.6,6.66,82.04,18.57,20.24,11.96,7175.0,0,Cabbage,CropDevStage,0.75,3
2020-06-04,993.75,0.21,4.56,0.0,11.08,74.0,19.14,20.57,41.0,6852.0,2,Cucumber,CropDevStage,0.7,3
2020-06-05,989.71,0.36,1.25,66.1,16.71,89.96,17.79,18.79,87.83,1716.0,2,Lettuce,CropDevStage,0.6,0
2020-06-06,993.55,0.37,4.36,0.0,7.44,84.83,18.22,19.89,34.17,7232.0,3,Carrot,CropDevStage,0.75,3
2020-06-07,996.6,0.35,3.66,0.1,6.82,81.62,19.24,20.45,43.29,5828.0,2,Carrot,InitialStage,0.45,2
2020-06-08,995.5,0.36,2.95,11.2,9.34,84.92,19.02,20.12,70.25,4788.0,2,Carrot,MidSeasonStage,1.05,0
2020-06-09,996.66,0.37,4.39,0.8,7.8,79.04,18.98,20.69,27.21,7111.0,3,Cabbage,InitialStage,0.45,2
2020-06-10,998.49,0.35,4.04,1.7,11.65,70.58,18.27,19.86,32.42,6618.0,1,Lentil,InitialStage,0.45,2
2020-06-11,998.3,0.35,3.3,2.0,6.76,79.0,17.35,18.76,35.58,5805.0,1,Lentil,InitialStage,0.45,1
2020-06-12,999.33,0.33,4.87,0.0,5.56,75.67,18.01,19.56,4.21,7907.0,0,Carrot,LateSeasonStage,0.9,3
2020-06-13,999.7,0.31,4.48,0.2,5.65,76.54,19.76,20.32,16.83,7091.0,0,Cabbage,MidSeasonStage,1.05,3
2020-06-14,999.08,0.3,4.32,0.8,10.53,79.67,19.8,20.79,28.25,7045.0,0,Barley,LateSeasonStage,0.45,2
2020-06-15,998.5,0.29,3.82,4.3,8.2,78.71,19.95,21.48,34.38,6376.0,2,Barley,InitialStage,0.35,0
2020-06-16,997.6,0.29,3.57,7.8,6.88,81.79,20.04,21.72,46.0,5833.0,2,Grain,CropDevStage,0.75,0
2020-06-17,998.21,0.28,4.27,0.1,8.92,78.92,20.33,22.14,29.0,6970.0,2,Eggplant,CropDevStage,0.75,3
2020-06-18,1000.97,0.27,4.54,0.0,8.33,74.33,20.35,21.83,16.46,7259.0,2,Cabbage,InitialStage,0.45,2
2020-06-19,1001.43,0.26,4.62,0.0,5.48,75.5,20.11,21.6,26.88,7236.0,0,Grain,LateSeasonStage,0.65,3
2020-06-20,999.35,0.24,4.85,0.0,6.25,77.62,21.03,22.61,16.21,7286.0,2,Lentil,MidSeasonStage,1.1,3
2020-06-21,998.82,0.23,4.74,0.5,6.11,71.08,20.85,22.55,15.33,7077.0,0,Grain,CropDevStage,0.75,3
2020-06-22,999.55,0.23,3.95,0.4,7.75,71.5,21.15,22.12,45.54,5450.0,1,Cotton,MidSeasonStage,1.15,3
2020-06-23,1000.89,0.22,5.56,0.0,6.69,65.08,23.01,23.63,5.46,7731.0,0,Cotton,LateSeasonStage,0.75,3
2020-06-24,1003.17,0.2,5.74,0.0,6.08,62.25,23.14,24.0,4.71,7957.0,0,Bean,LateSeasonStage,0.9,3
2020-06-25,1003.85,0.19,5.34,0.0,4.99,73.96,23.07,23.99,0.29,7886.0,0,Lettuce,InitialStage,0.45,2
2020-06-26,1002.57,0.19,5.48,0.0,5.24,69.54,23.61,24.38,0.67,7885.0,0,Lettuce,InitialStage,0.45,2
2020-06-27,1001.35,0.18,5.62,0.0,5.49,68.12,24.25,25.03,0.29,7951.0,0,Cotton,CropDevStage,0.75,3
2020-06-28,1000.78,0.17,5.45,0.0,5.07,70.67,24.59,25.27,2.96,7677.0,0,Cotton,CropDevStage,0.75,3
2020-06-29,999.6,0.17,5.33,0.0,7.19,76.62,23.73,25.02,0.58,7893.0,0,Cabbage,LateSeasonStage,0.9,3
2020-06-30,999.54,0.16,5.12,0.0,5.85,74.33,23.78,25.52,12.08,7537.0,0,Lettuce,MidSeasonStage,1.0,3
2020-07-01,998.81,0.16,5.08,0.0,5.43,73.83,24.28,25.75,9.75,7424.0,0,Cotton,CropDevStage,0.75,3
2020-07-02,996.9,0.16,5.58,0.0,5.25,70.92,25.01,26.52,0.58,7809.0,0,Bean,InitialStage,0.35,2
2020-07-03,996.96,0.15,5.04,0.0,6.12,80.33,24.75,26.65,11.04,7498.0,0,Grain,CropDevStage,0.75,3
2020-07-04,999.11,0.16,3.82,4.7,6.22,79.54,23.7,25.6,33.33,5704.0,1,Barley,InitialStage,0.35,0
2020-07-05,998.3,0.17,5.49,0.0,7.45,68.17,24.37,26.39,8.88,7532.0,0,Cucumber,MidSeasonStage,0.9,3
2020-07-06,993.88,0.16,5.68,0.0,7.0,67.08,24.49,26.42,3.54,7782.0,0,Cucumber,MidSeasonStage,0.9,3
2020-07-07,995.39,0.16,6.08,0.0,8.93,57.96,25.85,27.2,3.04,7644.0,0,Barley,LateSeasonStage,0.45,2
2020-07-08,1000.38,0.15,5.89,0.0,9.17,56.92,24.59,27.15,6.88,7593.0,0,Cotton,InitialStage,0.45,2
2020-07-09,1001.42,0.15,5.15,0.0,5.24,73.58,24.98,27.2,3.17,7094.0,0,Barley,LateSeasonStage,0.45,2
2020-07-10,1000.38,0.15,4.95,0.0,5.21,78.38,25.04,27.1,6.12,7037.0,0,Barley,InitialStage,0.35,2
2020-07-11,1000.27,0.14,5.09,0.0,6.85,77.67,24.62,27.1,8.46,7362.0,0,Lentil,InitialStage,0.45,2
2020-07-12,1001.05,0.14,5.51,0.0,6.36,71.83,25.3,27.88,7.5,7190.0,0,Lettuce,InitialStage,0.45,2
2020-07-13,1000.26,0.14,5.95,0.0,12.57,43.96,24.8,27.05,21.88,6439.0,0,Lentil,CropDevStage,0.75,3
2020-07-14,997.94,0.14,5.72,0.0,7.04,53.38,23.53,26.68,5.79,7635.0,0,Eggplant,CropDevStage,0.75,3
2020-07-15,999.56,0.14,4.82,0.0,5.97,68.04,23.61,25.7,18.46,7024.0,0,Grain,CropDevStage,0.75,3
2020-07-16,999.5,0.14,4.93,0.0,5.87,70.58,23.68,26.02,8.5,7185.0,0,Lettuce,LateSeasonStage,0.9,3
2020-07-17,997.26,0.14,4.6,3.8,6.28,72.21,23.33,26.24,20.62,6671.0,0,Lettuce,CropDevStage,0.6,1
2020-07-18,997.83,0.14,5.17,0.4,9.27,60.12,22.99,26.11,15.54,7080.0,1,Bean,InitialStage,0.35,2
2020-07-19,999.72,0.14,5.6,0.0,8.85,54.42,22.98,25.98,7.58,7425.0,0,Eggplant,MidSeasonStage,1.15,3
2020-07-20,1002.5,0.14,5.17,0.0,6.78,66.71,23.99,26.25,4.5,7175.0,0,Carrot,LateSeasonStage,0.9,3
2020-07-21,1003.74,0.14,5.69,0.0,7.32,70.62,25.12,27.35,1.42,7601.0,0,Barley,MidSeasonStage,1.15,3
2020-07-22,1002.08,0.14,5.63,0.0,5.79,68.79,25.75,28.02,2.75,7572.0,0,Eggplant,MidSeasonStage,1.15,3
2020-07-23,998.8,0.14,5.23,0.0,5.59,75.25,25.2,27.62,0.5,7492.0,0,Cotton,InitialStage,0.45,2
2020-07-24,997.1,0.14,4.97,0.0,5.98,75.25,24.63,27.15,4.33,7242.0,0,Cabbage,LateSeasonStage,0.9,3
2020-07-25,997.26,0.14,4.68,0.5,7.1,72.25,24.98,27.43,22.88,6376.0,1,Lettuce,InitialStage,0.45,2
2020-07-26,1000.0,0.14,5.65,0.0,7.47,61.04,25.02,27.85,2.04,7611.0,0,Barley,MidSeasonStage,1.15,3
2020-07-27,1001.96,0.14,5.57,0.0,6.62,70.25,25.66,28.06,2.12,7404.0,0,Carrot,CropDevStage,0.75,3
2020-07-28,1000.94,0.13,5.53,0.0,5.66,70.75,25.95,28.37,0.04,7451.0,0,Cucumber,CropDevStage,0.7,3
2020-07-29,1000.95,0.13,5.36,0.0,5.03,74.33,26.3,28.39,1.21,7354.0,0,Bean,InitialStage,0.35,2
2020-07-30,1002.08,0.13,5.3,0.0,5.24,76.62,26.96,29.13,0.46,7148.0,0,Cotton,MidSeasonStage,1.15,3
2020-07-31,1001.06,0.13,5.34,0.0,5.95,79.25,26.6,29.17,2.04,7242.0,0,Lettuce,LateSeasonStage,0.9,3
2020-08-01,998.22,0.13,4.85,0.5,4.62,78.62,26.72,29.0,11.54,6644.0,0,Barley,CropDevStage,0.75,3
2020-08-02,996.08,0.13,5.2,0.0,5.63,75.0,27.1,29.62,1.96,6980.0,0,Cabbage,InitialStage,0.45,2
2020-08-03,993.91,0.13,5.23,0.0,7.41,76.83,26.49,29.01,14.0,7217.0,0,Lentil,MidSeasonStage,1.1,3
2020-08-04,993.02,0.14,4.48,1.3,10.55,67.38,24.1,27.02,39.71,5992.0,1,Cotton,LateSeasonStage,0.75,3
2020-08-05,994.06,0.17,3.21,5.4,3.69,70.83,21.6,24.43,41.46,4673.0,1,Barley,MidSeasonStage,1.15,0
2020-08-06,997.64,0.19,4.31,0.0,6.5,64.0,23.39,25.42,18.79,5683.0,0,Eggplant,LateSeasonStage,0.8,3
2020-08-07,999.69,0.18,4.25,0.0,7.45,64.29,24.76,26.37,18.17,5210.0,1,Lentil,InitialStage,0.45,2
2020-08-08,999.21,0.17,3.93,0.1,6.04,67.46,25.32,26.97,11.33,5078.0,0,Cucumber,MidSeasonStage,0.9,3
2020-08-09,998.7,0.16,5.43,0.0,7.48,61.46,26.38,27.89,3.25,6730.0,0,Cotton,CropDevStage,0.75,3
2020-08-10,999.36,0.15,5.11,0.2,5.32,67.38,25.98,28.04,5.67,6662.0,0,Grain,InitialStage,0.35,2
2020-08-11,1001.13,0.15,4.52,0.2,4.44,76.96,25.88,27.81,14.33,6225.0,0,Carrot,CropDevStage,0.75,3
2020-08-12,1001.62,0.15,4.7,0.2,4.8,76.79,25.98,27.98,4.58,6512.0,0,Carrot,MidSeasonStage,1.05,3
2020-08-13,1001.75,0.15,4.99,0.0,5.41,75.71,26.1,28.18,1.67,6874.0,0,Barley,InitialStage,0.35,2
2020-08-14,998.99,0.14,4.91,0.0,7.55,74.88,26.04,27.92,13.5,6690.0,0,Cotton,LateSeasonStage,0.75,3
2020-08-15,997.62,0.14,4.44,0.2,5.51,79.25,26.19,28.82,22.04,6120.0,2,Bean,MidSeasonStage,1.1,3
2020-08-16,997.72,0.14,4.47,0.0,5.42,78.62,25.68,28.24,22.42,6285.0,1,Lentil,MidSeasonStage,1.1,3
2020-08-17,997.16,0.14,4.73,0.0,6.35,77.29,25.57,28.2,10.29,6670.0,0,Lettuce,LateSeasonStage,0.9,3
2020-08-18,996.69,0.14,3.8,0.8,7.92,78.25,25.26,27.72,45.42,5354.0,2,Lentil,LateSeasonStage,0.5,2
2020-08-19,996.24,0.14,4.51,0.1,5.22,71.5,25.63,27.99,12.12,6138.0,1,Cotton,InitialStage,0.45,2
2020-08-20,998.38,0.14,4.84,0.0,6.08,70.29,25.86,28.14,2.38,6482.0,0,Cotton,CropDevStage,0.75,3
2020-08-21,1001.39,0.14,4.99,0.0,5.47,70.25,26.84,28.77,0.83,6593.0,0,Eggplant,CropDevStage,0.75,3
2020-08-22,1001.48,0.14,4.92,0.0,5.88,71.83,26.22,28.15,0.0,6631.0,0,Eggplant,LateSeasonStage,0.8,3
2020-08-23,998.03,0.14,4.34,0.0,5.08,78.54,25.56,27.86,24.46,6100.0,0,Lettuce,CropDevStage,0.6,2
2020-08-24,996.6,0.14,4.32,0.0,6.6,75.83,25.21,28.01,29.46,6027.0,2,Cucumber,MidSeasonStage,0.9,3
2020-08-25,998.51,0.14,4.11,0.2,6.49,71.38,24.94,27.32,20.04,5300.0,51,Bean,CropDevStage,0.7,2
2020-08-26,1001.18,0.14,4.59,0.0,7.89,76.54,25.05,27.67,7.21,6393.0,0,Cotton,LateSeasonStage,0.75,3
2020-08-27,1000.03,0.14,4.1,0.0,7.05,77.79,25.11,27.85,28.17,5768.0,2,Grain,InitialStage,0.35,1
2020-08-28,996.2,0.14,4.17,0.0,5.92,76.08,25.07,27.62,18.04,5877.0,0,Grain,MidSeasonStage,1.1,3
2020-08-29,993.7,0.14,4.88,0.0,7.89,70.12,25.98,27.79,0.12,6390.0,0,Cucumber,InitialStage,0.45,2
2020-08-30,996.37,0.14,4.55,0.0,9.08,73.21,26.86,28.7,6.33,6058.0,0,Barley,CropDevStage,0.75,3
2020-08-31,997.86,0.16,3.45,6.4,10.4,77.38,24.38,27.12,37.83,4251.0,0,Barley,LateSeasonStage,0.45,0
2020-09-01,997.43,0.2,4.32,0.0,6.43,63.12,21.75,25.09,3.96,6219.0,0,Lentil,CropDevStage,0.75,3
2020-09-02,999.29,0.19,3.91,0.3,6.38,65.38,22.2,24.55,38.04,5413.0,0,Barley,LateSeasonStage,0.45,2
2020-09-03,1004.22,0.18,4.0,0.0,6.95,66.17,23.55,25.62,13.75,5382.0,1,Cotton,InitialStage,0.45,2
2020-09-04,1008.01,0.17,4.81,0.0,7.92,58.38,24.19,26.19,3.5,6137.0,0,Cotton,InitialStage,0.45,2
2020-09-05,1003.97,0.16,4.61,0.0,6.79,60.0,23.18,25.72,0.0,6196.0,0,Lentil,CropDevStage,0.75,3
2020-09-06,1000.0,0.16,4.02,0.0,4.97,73.38,23.07,24.99,2.62,5895.0,0,Barley,MidSeasonStage,1.15,3
2020-09-07,1000.4,0.15,4.18,0.0,5.01,71.71,23.63,25.54,10.79,5830.0,0,Grain,CropDevStage,0.75,3
2020-09-08,1005.48,0.15,4.57,0.0,10.4,59.83,26.08,27.26,8.96,5285.0,0,Lettuce,CropDevStage,0.6,2
2020-09-09,1006.41,0.15,4.46,0.0,6.4,65.62,25.36,27.68,0.12,5803.0,0,Grain,InitialStage,0.35,2
2020-09-10,1000.64,0.14,4.11,0.1,4.25,77.71,25.18,27.2,3.96,5567.0,0,Cotton,MidSeasonStage,1.15,3
2020-09-11,996.97,0.15,3.6,1.4,5.68,78.12,24.51,26.85,32.04,4822.0,0,Grain,InitialStage,0.35,1
2020-09-12,999.82,0.16,3.63,0.0,5.32,73.88,24.27,26.43,14.5,4893.0,1,Cotton,InitialStage,0.45,2
2020-09-13,1004.58,0.16,4.41,0.0,7.85,59.21,26.01,27.3,7.12,5268.0,0,Grain,CropDevStage,0.75,3
2020-09-14,1006.13,0.15,4.63,0.2,8.17,53.04,26.27,27.97,5.46,5394.0,0,Cucumber,InitialStage,0.45,2
2020-09-15,1004.11,0.15,4.09,0.9,7.6,56.96,25.43,27.75,20.71,4893.0,0,Bean,InitialStage,0.35,1
2020-09-16,1000.55,0.15,3.79,0.0,6.34,59.29,25.18,27.15,38.38,4612.0,1,Barley,MidSeasonStage,1.15,3
2020-09-17,998.45,0.14,3.58,0.0,7.64,60.0,25.23,27.08,40.08,4134.0,3,Eggplant,MidSeasonStage,1.15,3
2020-09-18,1000.61,0.14,3.85,0.2,6.13,63.21,24.64,26.67,5.5,4949.0,0,Lentil,InitialStage,0.45,2
2020-09-19,1002.17,0.14,3.86,0.0,6.42,67.21,24.17,26.7,5.12,5121.0,0,Barley,LateSeasonStage,0.45,2
2020-09-20,1001.46,0.14,3.37,0.0,5.0,79.96,23.65,25.78,17.08,4871.0,0,Lentil,MidSeasonStage,1.1,3
2020-09-21,1001.21,0.19,1.94,6.6,4.12,87.12,21.08,23.35,47.42,2819.0,1,Lentil,LateSeasonStage,0.5,0
2020-09-22,1000.75,0.26,2.75,9.8,6.86,83.21,21.6,23.37,48.46,4095.0,1,Bean,CropDevStage,0.7,0
2020-09-23,998.89,0.35,1.71,11.8,6.34,87.17,20.4,22.14,47.88,2653.0,51,Lentil,CropDevStage,0.75,0
2020-09-24,999.3,0.32,3.19,1.5,6.95,78.42,21.93,23.22,33.96,4699.0,2,Grain,MidSeasonStage,1.1,3
2020-09-25,990.2,0.37,2.34,38.4,20.55,81.12,21.18,22.51,61.21,2857.0,51,Lettuce,InitialStage,0.45,0
2020-09-26,986.61,0.39,2.3,14.9,16.82,75.29,15.68,18.75,59.67,3699.0,53,Carrot,InitialStage,0.45,0
2020-09-27,989.88,0.41,1.74,37.0,17.17,73.75,17.35,18.74,68.54,2287.0,53,Cucumber,LateSeasonStage,0.75,0
2020-09-28,996.15,0.43,1.29,30.6,12.12,88.42,15.22,17.54,70.0,2475.0,51,Grain,LateSeasonStage,0.65,0
2020-09-29,1001.93,0.4,2.82,0.0,5.01,74.0,17.26,18.6,31.0,4646.0,3,Cucumber,CropDevStage,0.7,2
2020-09-30,1000.54,0.37,2.78,0.0,4.98,76.12,17.85,18.79,10.92,4574.0,0,Barley,InitialStage,0.35,1
2020-10-01,996.23,0.37,2.1,1.2,5.2,81.83,18.33,18.97,47.71,3492.0,0,Barley,LateSeasonStage,0.45,1
2020-10-02,993.08,0.36,2.59,0.0,6.48,78.58,19.42,19.77,46.79,4096.0,1,Lettuce,InitialStage,0.45,1
2020-10-03,990.44,0.34,2.91,0.2,14.18,79.67,22.17,22.22,38.33,4062.0,1,Bean,MidSeasonStage,1.1,3
2020-10-04,997.37,0.33,2.8,0.4,6.7,67.21,18.88,20.62,15.21,4336.0,51,Bean,CropDevStage,0.7,2
2020-10-05,998.34,0.33,2.3,1.6,8.42,77.88,19.08,20.03,45.29,3451.0,1,Cucumber,MidSeasonStage,0.9,2
2020-10-06,1002.3,0.32,2.64,0.0,7.28,73.29,17.95,19.35,19.12,4223.0,0,Bean,CropDevStage,0.7,2
2020-10-07,999.45,0.37,0.98,24.8,14.0,83.33,17.97,18.49,68.5,1399.0,2,Barley,MidSeasonStage,1.15,0
2020-10-08,1004.82,0.38,2.83,0.0,9.2,69.62,17.16,18.4,3.92,4478.0,1,Carrot,MidSeasonStage,1.05,2
2020-10-09,1006.87,0.36,2.81,0.0,5.58,68.58,16.8,17.81,4.5,4532.0,0,Barley,CropDevStage,0.75,2
2020-10-10,1004.54,0.34,2.46,0.0,4.82,82.29,17.71,17.85,28.04,4160.0,0,Lettuce,MidSeasonStage,1.0,2
2020-10-11,998.37,0.36,1.66,11.8,9.52,80.79,17.34,17.91,92.21,2589.0,2,Bean,LateSeasonStage,0.9,0
2020-10-12,992.23,0.41,1.71,7.1,4.93,80.79,15.1,17.14,54.42,3050.0,51,Cucumber,MidSeasonStage,0.9,0
2020-10-13,994.36,0.39,1.78,2.4,5.82,73.79,14.85,15.95,45.92,3142.0,1,Bean,LateSeasonStage,0.9,1
2020-10-14,996.75,0.39,1.88,13.7,8.97,75.96,16.93,17.32,62.96,2930.0,1,Lettuce,LateSeasonStage,0.9,0
2020-10-15,994.12,0.42,1.7,27.6,16.24,76.04,17.0,17.53,59.96,2300.0,53,Cabbage,CropDevStage,0.75,0
2020-10-16,998.58,0.41,1.95,4.1,6.1,79.25,14.1,16.29,33.21,3551.0,1,Lettuce,InitialStage,0.45,0
2020-10-17,1000.4,0.41,1.47,4.7,4.52,86.83,14.14,15.46,51.12,2787.0,2,Cotton,InitialStage,0.45,0
2020-10-18,1004.1,0.39,1.9,0.4,4.43,80.33,14.63,15.74,31.88,3396.0,51,Cabbage,LateSeasonStage,0.9,2
2020-10-19,1007.89,0.38,2.31,0.0,6.7,75.0,15.05,15.97,24.54,3832.0,0,Cabbage,CropDevStage,0.75,2
2020-10-20,1009.57,0.36,2.35,0.0,5.22,74.5,15.29,15.58,10.0,3896.0,0,Cucumber,MidSeasonStage,0.9,2
2020-10-21,1009.73,0.35,2.14,0.0,4.84,79.54,15.47,15.31,14.58,3705.0,1,Carrot,MidSeasonStage,1.05,2
2020-10-22,1009.83,0.35,2.18,0.0,3.74,81.29,15.41,15.26,2.08,3896.0,0,Cucumber,LateSeasonStage,0.75,2
2020-10-23,1007.81,0.34,1.53,0.0,3.33,85.21,15.5,15.74,73.62,2642.0,2,Barley,LateSeasonStage,0.45,1
2020-10-24,1004.12,0.37,0.68,7.8,5.88,86.12,16.57,16.19,79.75,958.0,2,Barley,MidSeasonStage,1.15,0
2020-10-25,1002.05,0.38,1.77,0.7,5.91,81.29,16.09,16.82,28.96,3107.0,51,Eggplant,LateSeasonStage,0.8,1
2020-10-26,999.85,0.36,1.78,1.6,10.77,78.33,16.88,16.76,56.5,2403.0,1,Carrot,MidSeasonStage,1.05,2
2020-10-27,996.97,0.41,0.75,18.5,7.79,84.71,14.75,15.6,83.62,938.0,51,Cotton,MidSeasonStage,1.15,0
2020-10-28,1000.39,0.39,1.79,0.0,6.0,78.0,14.83,15.3,37.79,2968.0,3,Eggplant,LateSeasonStage,0.8,1
2020-10-29,1004.48,0.38,1.79,0.0,7.28,80.42,15.18,15.35,35.79,3280.0,0,Cotton,CropDevStage,0.75,1
2020-10-30,1007.86,0.37,1.81,0.0,5.88,80.88,15.75,16.15,25.67,3058.0,1,Eggplant,InitialStage,0.45,1
2020-10-31,1008.58,0.36,1.85,0.0,3.99,87.38,16.16,15.85,15.71,3332.0,0,Cabbage,CropDevStage,0.75,1
2020-11-01,1008.27,0.35,1.23,0.0,3.63,84.04,15.82,16.38,75.88,2118.0,3,Eggplant,MidSeasonStage,1.15,1
2020-11-02,1008.98,0.35,1.24,0.0,3.16,79.79,15.82,16.25,62.46,2019.0,3,Cucumber,MidSeasonStage,0.9,1
2020-11-03,1008.42,0.34,1.57,0.0,3.65,83.88,15.5,15.78,32.29,2767.0,2,Grain,LateSeasonStage,0.65,1
2020-11-04,1007.18,0.34,1.44,0.0,4.09,86.46,15.15,15.47,35.71,2494.0,1,Bean,MidSeasonStage,1.1,2
2020-11-05,1010.45,0.34,1.26,0.0,5.71,82.5,15.86,15.72,54.38,1850.0,1,Lettuce,MidSeasonStage,1.0,1
2020-11-06,1012.17,0.33,1.69,0.0,8.96,75.46,16.08,16.47,37.29,2587.0,1,Cabbage,CropDevStage,0.75,1
2020-11-07,1012.65,0.32,1.68,0.0,6.88,81.12,14.72,15.57,17.29,3009.0,0,Carrot,LateSeasonStage,0.9,2
2020-11-08,1010.27,0.32,1.68,0.0,4.81,87.42,14.67,15.2,0.25,3073.0,0,Lettuce,InitialStage,0.45,1
2020-11-09,1008.01,0.32,1.7,0.0,4.24,85.0,14.42,14.93,9.21,3071.0,0,Grain,LateSeasonStage,0.65,1
2020-11-10,1007.91,0.31,1.72,0.0,4.71,83.67,14.74,14.87,0.0,3047.0,0,Lentil,LateSeasonStage,0.5,1
2020-11-11,1008.73,0.31,1.59,0.0,4.27,85.62,14.65,14.58,7.96,2912.0,0,Lettuce,LateSeasonStage,0.9,1
2020-11-12,1009.77,0.31,1.12,0.1,3.72,88.75,15.19,14.58,70.92,1930.0,0,Eggplant,CropDevStage,0.75,1
2020-11-13,1009.93,0.32,1.01,1.0,5.13,91.33,14.88,15.36,76.12,1837.0,3,Carrot,MidSeasonStage,1.05,1
2020-11-14,1009.54,0.34,0.8,8.1,4.92,92.29,15.13,15.67,98.67,1290.0,3,Grain,MidSeasonStage,1.1,0
2020-11-15,1007.9,0.39,0.88,6.8,4.14,90.33,15.46,15.92,63.33,1463.0,61,Barley,CropDevStage,0.75,0
2020-11-16,1003.38,0.4,0.64,21.8,7.57,93.25,15.24,15.4,91.71,1074.0,2,Carrot,LateSeasonStage,0.9,0
2020-11-17,1003.13,0.42,1.4,6.6,14.49,77.71,15.11,15.6,44.88,1591.0,53,Eggplant,MidSeasonStage,1.15,0
2020-11-18,1010.16,0.39,1.8,0.0,13.65,72.58,15.36,15.79,7.17,2464.0,0,Cabbage,InitialStage,0.45,1
2020-11-19,1007.66,0.38,1.37,0.0,4.5,85.29,13.64,14.95,29.54,2629.0,0,Eggplant,LateSeasonStage,0.8,1
2020-11-20,998.05,0.4,0.62,31.4,11.21,88.83,13.43,14.03,90.62,589.0,2,Carrot,LateSeasonStage,0.9,0
